SPECIES_PK,LL_SPECIES,GENUS,SPECIES,SCIENTIFIC_NAME,COMMON_NAME,LOCAL_NAME,FAMILY,ABBREVIATION,FUS_CODE,FACTOR_A,FACTOR_B,NUM_SAMPLES,MAX_LEN,MIN_LEN,MAX_PRLB_IMPORT,MIN_PRLB_IMPORT,MAX_PRLB_DOMESTIC,MIN_PRLB_DOMESTIC,MAX_LB_FISH,MIN_LB_FISH,AVG_LB_FISH,MAX_CAUGHT_1000HOOKS,ENTRY_NAME,REMARKS,SYS_CREATE_TIME,SYS_MODIFY_TIME,LOAD_TABLE,LOAD_DATETIME,LOAD_USER
459,12,Lampris,Moonfish,guttatus,Moonfish,NULL,Lampridae,LAG,2503,8.783,1.834,3,0.00,38.00,0.00,0.00,4.35,1.00,265.49,3.83,49.39,2.00,Opah,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
460,29,Masturus,Sunfish,lanceolatus,Sunfish,NULL,Molidae,MOP,4263,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,420.70,0.09,41.63,0.00,Sunfish,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
500,0,Multi-species,"Invertebrates (unknown)",spp.,"Invertebrates (unknown)",NULL,Multi-family,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Invertebrates (unknown)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
501,0,Multi-species,Crabs,spp.,Crabs,Paa,Multi-family,NULL,7190,0.000,0.000,0,0.00,0.00,0.00,0.00,15.00,1.40,2.74,0.90,1.57,0.00,Crabs,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
502,0,Ranina,"Kona crab",ranina,"Kona crab","Paa (Kona)",Raninidae,NULL,7190,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Crab, Kona",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
503,0,Scylla,"Mangrove crab",paramamosian,"Mangrove crab",Paalemago,Decopoda,NULL,7190,16.146,3.128,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Crab, Mangrove",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
504,0,Panulirus,"Spiny lobster",pencillatus,"Spiny lobster","Ula sami",Homaridae,NULL,7298,12.008,2.523,0,0.00,0.00,0.00,0.00,6.95,2.00,3.57,0.61,1.48,0.00,"Lobster, Spiny",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
505,0,Parribacus,"Slipper lobster",caledonicus,"Slipper lobster","Papata, Papaka",Scyllaridae,NULL,7280,12.523,2.468,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Lobster, Slipper",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
506,0,Octopus,Octopus,spp.,Octopus,Fee,Octopodidae,NULL,7860,13.264,2.717,0,0.00,0.00,1.95,0.35,4.00,1.00,7.32,1.62,3.45,0.00,Octopus,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
507,0,Multi-genera,"Hermit crab",Multi-species,"Hermit crab",Uga,Paguridea,NULL,7190,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Crab, Hermit",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
508,0,Multi-genera,Shrimp,Multi-species,Shrimp,NULL,Multi-family,NULL,7381,0.000,0.000,0,0.00,0.00,0.00,0.00,2.18,0.78,0.00,0.00,0.00,0.00,Shrimp,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
509,0,Grapsus,"Grapsid crabs",Multi-species,"Grapsid crabs",Amaama,Grapsidae,NULL,7190,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Crabs, Grapsid",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
510,0,Multi-genera,Squid,Multi-species,Squid,Nufee,Multi-family,NULL,8030,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,1.27,0.41,0.72,0.00,Squid,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
520,0,Tridacna,"Giant clam (Southern)",derasa,"Giant clam (Southern)",Faisua,Tridacnidae,NULL,7720,0.000,0.000,0,0.00,0.00,0.00,0.00,3.75,0.78,8.15,2.39,4.42,0.00,"Clam, Giant",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
521,0,Multi-genera,Clams,Multi-species,Clams,Figota,Multi-family,NULL,7720,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Clams,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
522,0,Streptopinna,"Pen shell clam",saccata,"Pen shell clam",Fole,Pinnidae,NULL,7720,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Clam, Pen Shell",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
523,0,Paphies,"Pipi clam",australis,"Pipi clam",Pipi,Mesodesmatidae,NULL,7720,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"Clam, Pipi",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
524,0,Gomphina,"Mangrove clam",NULL,"Mangrove clam",Tugane,Veneridae,NULL,7720,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Clam, Mangove",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
530,0,Turbo,"Turban snail",spp.,"Turban snail","Alili (Turban)",Trochidae,NULL,7780,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"Snail, Turban",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
531,0,Conus,"Cone snail",spp.,"Cone snail",Aliao,Conidae,NULL,7780,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Snail, Cone",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
532,0,"Amauropsis, Tanea",Masina,spp.,Masina,Masina,Naticidae,NULL,7780,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Masina,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
533,0,Cellana,Opii,toreuma,Opii,Matapisu,Nacellidae,NULL,7780,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Opii,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
534,0,Multi-genera,"Papatu, Snails",Multi-species,"Papatu, Snails",Papatu,"Class: Gastropoda",NULL,7780,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Papatu,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
535,0,Nerita,Nertia,spp.,Nertia,Tapulaa,Neritidae,NULL,7780,14.360,2.897,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Nertia,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
536,0,Turbo,"Green snails",marmoratus,"Green snails","Alili (Green)",Turbinidae,NULL,7780,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Snails, Green",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
537,0,Multi-genera,Sisi,Multi-species,Sisi,Sisi,Multi-family,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sisi,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
540,0,Multi-genera,"Sea shells",Multi-species,"Sea shells",NULL,Multi-family,NULL,9990,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Shells",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
550,0,Multi-genera,"Sea urchins",Multi-species,"Sea urchins",Sakula,Multi-family,NULL,8050,13.166,2.595,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Urchins",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
551,0,Multi-genera,"Brittle sea star",Multi-species,"Brittle sea star","Ave Ole La",Ophiuriodea,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Star, Brittle",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
552,0,Echinometra,"White sea urchin",NULL,"White sea urchin",Tuitui,Echinometridae,NULL,8050,13.166,2.595,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Urchin, White",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
553,0,"Diadema, Echinothrix","Black sea urchin",spp.,"Black sea urchin",Vaga,Diadematidae,NULL,8050,13.166,2.595,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Urchin, Black",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
554,0,Brissus,"Heart sea urchin",latecarinatus,"Heart sea urchin",Ofaofa,Brissidae,NULL,8050,13.166,2.595,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Urchin, Heart",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
555,0,Multi-genera,"Sea urchins insides",Multi-species,"Sea urchins insides",NULL,Echinometridae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea urchins insides",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
556,0,"Diadema, Echinothrix","Black sea urchin insides",spp.,"Black sea urchin insides","Vaga (Insides)",Diadematidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Urchin, Black, insides",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
557,0,Brissus,"Heart sea urchin insides",spp.,"Heart sea urchin insides",NULL,Brissidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Urchin, Heart, insides",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
558,0,Echinometra,"White sea urchin insides",mathaei,"White sea urchin insides",NULL,Echinometridae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Urchin, White, insides",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
560,0,Cassiopea,"Upsidedown jellyfishes",andromeda,"Upsidedown jellyfishes","Alu alu",Cassiopeidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Jellyfishes, upsidedwn",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
570,0,Palola,"Annelid worm",viridis,"Annelid worm",Palolo,Eunicidae,NULL,8230,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Worm, Annelid",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
590,61,Multi-genera,Turtles,Multi-species,Turtles,NULL,Multi-family,NULL,8120,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Turtles,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
591,53,Chelonia,"Green turtle",mydas,"Green turtle",Laumei,Cheloniidae,NULL,8120,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Turtle, Green",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
592,54,Dermochelys,"Leatherback turtle",coriacea,"Leatherback turtle",NULL,Dermochelyidae,NULL,8120,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Turtle, Leatherback",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
593,60,Caretta,"Loggerhead turtle",caretta,"Loggerhead turtle",NULL,Cheloniidae,NULL,8120,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Turtle, Loggerhead",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
594,59,Lepidochelys,"Olive ridley turtle",olivacea,"Olive ridley turtle",NULL,Cheloniidae,NULL,8120,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Turtle, Olive Ridley",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
595,64,Eretmochelys,"Hawksbill turtle",imbricata,"Hawksbill turtle",NULL,Cheloniidae,NULL,8120,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Turtle, Hawksbill",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
599,65,Multi-genera,"Hardshell turtles",Multi-species,"Hardshell turtles",Laumei,Cheloniidae,NULL,8120,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Turtles, Hardshell",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
601,58,Multi-genera,Whales,Multi-species,Whales,NULL,Multi-family,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Whales,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
602,67,Globicephala,"Pilot whale",melas,"Pilot whale",NULL,Delphinidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Whale, Pilot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
603,66,Megaptera,"Humpback whale",novaeangliae,"Humpback whale",NULL,Balaenopteridae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Whale, Humpback",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
604,52,Pseudorca,"False killer whale",crassidens,"False killer whale",NULL,Delphinidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Whale, False Killer",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
605,69,Physeter,"Sperm whale",macrocephalus,"Sperm whale",NULL,Physeteridae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Whale, Sperm",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
610,62,Multi-genera,Seals,spp.,Seals,NULL,Phocidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Seals,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
611,51,Monachus,"Monk seal",schauinslandi,"Monk seal",NULL,Phocidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Seal, Monk",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
612,72,Multi-genera,"Sea lion",spp.,"Sea lion",NULL,Otariidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Lion",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
620,50,Multi-genera,Dolphins,Multi-species,Dolphins,NULL,Delphinidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Dolphins,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
621,70,Tursiops,"Bottlenose dolphin",spp.,"Bottlenose dolphin",NULL,Delphinidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Dolphin, Bottlenose",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
622,71,Stenella,"Spinner dolphin",longirostris,"Spinner dolphin",NULL,Delphinidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Dolphin, Spinner",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
623,68,Grampus,"Risso's dolphin",griseus,"Risso's dolphin",NULL,Delphinidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Dolphin, Risso's",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
624,76,Steno,"Rough tooth dolphin",bredanesis,"Rough tooth dolphin",NULL,Delphinidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Dolphin, Rough Tooth",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
700,0,Tilapia,Tilapia,zillii,Tilapia,Tilipia,Cichlidae,NULL,4460,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tilapia,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
701,0,"Oncorhynchus, Salmo",Salmon,spp.,Salmon,NULL,Salmonidae,NULL,3080,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Salmon,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
702,0,Pollachius,Pollock,virens,Pollock,NULL,Gadidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pollock,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
710,0,Anguilla,"Freshwater eel",marmorata,"Freshwater eel",NULL,Anguillidae,NULL,1140,21.957,3.303,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Eel, Freshwater",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
720,0,Kuhlia,"Mountain bass",spp.,"Mountain bass",Sesele,Kuhliidae,NULL,5300,18.753,3.152,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Bass, Mountain",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
800,0,Multi-genera,Seaweeds,Multi-species,Seaweeds,Limu,Multi-family,NULL,8178,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Seaweeds,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
801,0,Multi-genera,"Red algae",Multi-species,"Red algae",Muau,"Rhodophyta (Phylum)",NULL,8178,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,"Algae, Red",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
810,0,Actineria,"Sea anemone",spp.,"Sea anemone",Matamalu,Thalassianthidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Anemone",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
820,0,Holothuria,"Sea cucumber",atra,"Sea cucumber",Loli,Holothuroidae,NULL,8085,12.565,1.869,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Cucumber, Loli",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
821,0,Multi-genera,"Sea cucumber gonads",Multi-species,"Sea cucumber gonads",Sea,Holothuroidea,NULL,8085,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Cucumber, Gonads",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
822,0,Multi-genera,"Sea cucumbers",Multi-specie,"Sea cucumbers","Isi Ituaiga",Holothuroidea,NULL,8085,12.565,1.869,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Cucumbers (Assorted)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
823,0,Multi-genera,"Sea cucumber - gau",Multi-species,"Sea cucumber - gau",Gau,Holothuroidea,NULL,8085,12.565,1.869,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Cucumber, Gau",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
824,0,Actinopyga,"Surf redfish",mauritiana,"Surf redfish",Mamao,Holothuroidea,NULL,8085,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,"Redfish, Surf",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
825,0,Bohadschia,"Leopard sea cucumber",argus,"Leopard sea cucumber","Fugafuga (Leopard)",Holothuroidae,NULL,8085,12.565,1.869,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Cucumber, Leopard",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
826,0,Multi-genera,"Cubed sea cucumbers",Multi-species,"Cubed sea cucumbers","Gau (Cubed)",Holothuroidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Cucumbers, Cubed",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
827,0,Holothuria,"Sea cucumber (Loli 2)","atra (cubed)","Sea cucumber (Loli 2)","Loli (Cubed)",Holothuroidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Cucumber, Loli, Cubed",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
828,0,Bohadschia,"Leopard sea cucumber 2",argus,"Leopard sea cucumber 2","Fugafuga (Cubed)",Holothuroidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sea Cucumber, Leopard Cube",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
890,0,N.A.,"Sand and coral rubble",N.A.,"Sand and coral rubble",NULL,N.A.,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Coral Rubble and Sand",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
891,0,Multi-genera,"Coral rubble",Multi-species,"Coral rubble",NULL,Multi-family,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Coral Rubble",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
892,0,N.A.,Sand,N.A.,Sand,Oneone,N.A.,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sand,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
900,63,Multi-genera,Birds,Multi-species,Birds,NULL,Multi-family,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Birds (Assorted)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
901,55,Phoebastria,Albatross,spp.,Albatross,NULL,Diomedeidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Albatross,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
902,73,Phoebastria,"Blackfoot albatross",nigripes,"Blackfoot albatross",NULL,Diomedeidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Albatross, Blackfoot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
903,74,Phoebastria,"Laysan albatross",immutabilis,"Laysan albatross",NULL,Diomedeidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Albatross, Laysan",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
904,75,Phoebastria,"Short-tailed albatross",albatrus,"Short-tailed albatross",NULL,Diomedeidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Albatross, Short-Tailed",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
905,56,Sula,Booby,spp.,Booby,NULL,Sulidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Booby,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
906,0,Scolopsis,"Monogram monocle bream",monogramma,"Monogram monocle bream",NULL,Nempiteridae,NULL,2070,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Bream, Monogram Monocle",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
907,0,Platax,Spadefish,spp.,Spadefish,Pe'ape'a,Ephippidae,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Spadefish,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
